image,num_plastics,avg_size,avg_aspect_ratio
10_png_jpg.rf.72d0c0ae2fac4ffa68bd1a08b56dac09_flip_h.jpg,14,1617.8934,1.2269355
10_png_jpg.rf.72d0c0ae2fac4ffa68bd1a08b56dac09_flip_v.jpg,15,1589.0521,1.2218492
10_png_jpg.rf.72d0c0ae2fac4ffa68bd1a08b56dac09_gaussian.jpg,8,2898.4893,1.306794
10_png_jpg.rf.72d0c0ae2fac4ffa68bd1a08b56dac09_gaussian_flip.jpg,8,2963.9387,1.3111492
103_png_jpg.rf.c3289db201631c80cdfa3a8d842d9325.jpg,13,1522.5184,1.2612302
103_png_jpg.rf.c3289db201631c80cdfa3a8d842d9325_flip_h.jpg,12,1632.8995,1.2645516
103_png_jpg.rf.c3289db201631c80cdfa3a8d842d9325_flip_v.jpg,13,1494.3586,1.2429569
103_png_jpg.rf.c3289db201631c80cdfa3a8d842d9325_gaussian.jpg,9,2163.8557,1.2981669
103_png_jpg.rf.c3289db201631c80cdfa3a8d842d9325_gaussian_flip.jpg,11,1841.3478,1.2822634
116_png_jpg.rf.813415e725d735810398ac386aa39476.jpg,13,2134.6968,1.4482161
116_png_jpg.rf.813415e725d735810398ac386aa39476_flip_h.jpg,12,2107.4678,1.460382
116_png_jpg.rf.813415e725d735810398ac386aa39476_flip_v.jpg,12,2119.2131,1.4380951
116_png_jpg.rf.813415e725d735810398ac386aa39476_gaussian.jpg,10,2565.273,1.512439
116_png_jpg.rf.813415e725d735810398ac386aa39476_gaussian_flip.jpg,13,2095.6372,1.4445773
122-_png_jpg.rf.327f3ed38afc955c19266b918d4cf4e8.jpg,16,2005.8333,1.3923819
122-_png_jpg.rf.327f3ed38afc955c19266b918d4cf4e8_flip_h.jpg,15,1977.6156,1.4035113
122-_png_jpg.rf.327f3ed38afc955c19266b918d4cf4e8_flip_v.jpg,15,1988.2488,1.3877196
122-_png_jpg.rf.327f3ed38afc955c19266b918d4cf4e8_gaussian.jpg,13,2291.1475,1.4696218
122-_png_jpg.rf.327f3ed38afc955c19266b918d4cf4e8_gaussian_flip.jpg,15,2082.8462,1.4200761
271-c_png_jpg.rf.6503d6c5843d494450aca616ef442262.jpg,8,1558.2148,1.216665
271-c_png_jpg.rf.6503d6c5843d494450aca616ef442262_flip_h.jpg,8,1560.8916,1.2297795
266-c_png_jpg.rf.1674e76492e05d3d559462749866276a.jpg,7,1772.9265,1.2280159
266-c_png_jpg.rf.1674e76492e05d3d559462749866276a_flip_h.jpg,7,1779.134,1.2392652
134-b_png_jpg.rf.a5131ac90d55c206d575f113940d166d.jpg,12,1084.997,1.2980095
134-b_png_jpg.rf.a5131ac90d55c206d575f113940d166d_flip_h.jpg,12,1093.361,1.2994236
127-b_png_jpg.rf.3aa655fbe7aaf9f506dfe513e9db7a85.jpg,7,1443.7874,1.3485116
127-b_png_jpg.rf.3aa655fbe7aaf9f506dfe513e9db7a85_flip_h.jpg,7,1447.9229,1.3581458
88_png_jpg.rf.6f8088ba6aa1473133f0b7ee788c4100.jpg,13,1941.3032,1.3064123
88_png_jpg.rf.6f8088ba6aa1473133f0b7ee788c4100_flip_h.jpg,13,1933.0737,1.3216077
315-c_png_jpg.rf.29b8fbea783b8c1c61540163f9652c30.jpg,16,1319.0055,1.8123529
315-c_png_jpg.rf.29b8fbea783b8c1c61540163f9652c30_flip_h.jpg,16,1315.732,1.7820394
141-b_png_jpg.rf.d26cb5d16c70b1896bc776aca9f84bfd.jpg,7,1593.721,1.3726809
141-b_png_jpg.rf.d26cb5d16c70b1896bc776aca9f84bfd_flip_h.jpg,7,1597.4854,1.3709023
303-c_png_jpg.rf.200541fce1fed5008801ce18cf643f5b.jpg,10,1773.0837,2.165853
303-c_png_jpg.rf.200541fce1fed5008801ce18cf643f5b_flip_h.jpg,10,1767.2351,2.1163468
184-b_png_jpg.rf.e49bd883316b0cabb49533a3ce874e72.jpg,14,1283.4764,1.4313122
184-b_png_jpg.rf.e49bd883316b0cabb49533a3ce874e72_flip_h.jpg,13,1381.1095,1.440137
299-c_png_jpg.rf.a0c3c04abfd719732b3cc6ab4f50ed5f.jpg,15,1264.5365,1.3331543
299-c_png_jpg.rf.a0c3c04abfd719732b3cc6ab4f50ed5f_flip_h.jpg,15,1259.5306,1.3401397
377-d_png_jpg.rf.11f3634f49ee41de8e0e84a33d1514c4.jpg,7,2467.55,1.9779776
377-d_png_jpg.rf.11f3634f49ee41de8e0e84a33d1514c4_flip_h.jpg,6,1598.3671,1.6868058
115_png_jpg.rf.9ca8394b62e0077efd3bce64d6a2f9d8.jpg,19,1663.0883,1.2727607
115_png_jpg.rf.9ca8394b62e0077efd3bce64d6a2f9d8_flip_h.jpg,18,1623.5447,1.2728753
234-b_png_jpg.rf.3efd838c29ee1cd1bd1cdf1024bb1ed1.jpg,18,1336.119,1.7049967
234-b_png_jpg.rf.3efd838c29ee1cd1bd1cdf1024bb1ed1_flip_h.jpg,16,1383.877,1.5704806
274-c_png_jpg.rf.5da94e61452d3aa1de58d692b9e7c9b2.jpg,14,1233.2146,1.2104784
274-c_png_jpg.rf.5da94e61452d3aa1de58d692b9e7c9b2_flip_h.jpg,14,1232.582,1.2232084
120_png_jpg.rf.0df700e16b056aeff37de847ddf111b4.jpg,21,1528.2913,1.3548455
120_png_jpg.rf.0df700e16b056aeff37de847ddf111b4_flip_h.jpg,20,1491.4811,1.3656243
232-b_png_jpg.rf.7559f3df5ad2fb33f9076af6c3620a84.jpg,13,1618.6849,1.8933239
232-b_png_jpg.rf.7559f3df5ad2fb33f9076af6c3620a84_flip_h.jpg,11,1817.511,1.7428521
394-d_png_jpg.rf.3d91c42833271bed92467255cc1184ea.jpg,14,1520.6086,1.5679862
394-d_png_jpg.rf.3d91c42833271bed92467255cc1184ea_flip_h.jpg,13,1044.0173,1.4040643
244-b_png_jpg.rf.a62f1c8e0a249e90782f27e9ee5f4086.jpg,19,1298.4865,1.686213
244-b_png_jpg.rf.a62f1c8e0a249e90782f27e9ee5f4086_flip_h.jpg,18,1315.7079,1.533686
287-c_png_jpg.rf.dc6260e47ad20cbe95e954e417a46829.jpg,9,1758.2697,1.4121747
287-c_png_jpg.rf.dc6260e47ad20cbe95e954e417a46829_flip_h.jpg,9,1753.417,1.4084334
388-d_png_jpg.rf.e7340bb663b5a6c10f6841a1bc07cbae.jpg,11,1797.3464,1.6840237
388-d_png_jpg.rf.e7340bb663b5a6c10f6841a1bc07cbae_flip_h.jpg,10,1200.916,1.4780504
2_png_jpg.rf.1d6e254b57f231d26182a4b7a8f13513.jpg,7,598.6553,1.7179295
2_png_jpg.rf.1d6e254b57f231d26182a4b7a8f13513_flip_h.jpg,6,699.23505,1.720555
188-b_png_jpg.rf.55bda9172f204f35d24454fd8e86c340.jpg,13,1342.3798,1.4529614
188-b_png_jpg.rf.55bda9172f204f35d24454fd8e86c340_flip_h.jpg,12,1448.892,1.4704953
262-c_png_jpg.rf.9286c47cd372a58af342c564798db54c.jpg,8,1771.3502,1.2158508
262-c_png_jpg.rf.9286c47cd372a58af342c564798db54c_flip_h.jpg,7,1910.8214,1.2197307
101_png_jpg.rf.3d084f07d962f29553ed035951e04a01.jpg,9,1924.5162,1.233798
101_png_jpg.rf.3d084f07d962f29553ed035951e04a01_flip_h.jpg,8,2137.7507,1.2338445
151-b_png_jpg.rf.808c337ef89a3fa4d1246fb6eb7631c0.jpg,5,2140.4316,1.746254
151-b_png_jpg.rf.808c337ef89a3fa4d1246fb6eb7631c0_flip_h.jpg,5,2151.6956,1.7298167
162-b_png_jpg.rf.b8dd1721e787796de541651ac5cff6b5.jpg,11,1298.0431,1.423294
162-b_png_jpg.rf.b8dd1721e787796de541651ac5cff6b5_flip_h.jpg,10,1328.9875,1.4488003
209-b_png_jpg.rf.fb8d2aaca39e4f69f7f6842a362dd940.jpg,15,1397.6417,1.4093868
209-b_png_jpg.rf.fb8d2aaca39e4f69f7f6842a362dd940_flip_h.jpg,14,1500.3575,1.4163516
177-b_png_jpg.rf.dc93f5e2ecebe58c0f229479e238251d.jpg,9,1678.1012,1.5451713
177-b_png_jpg.rf.dc93f5e2ecebe58c0f229479e238251d_flip_h.jpg,8,1884.1312,1.5936759
349-c_png_jpg.rf.efca0ff14a1b9b5ccfa85704b85648a7.jpg,17,1336.3213,1.7075888
349-c_png_jpg.rf.efca0ff14a1b9b5ccfa85704b85648a7_flip_h.jpg,16,1361.145,1.3901579
389-d_png_jpg.rf.0aed3f099fd2b5444c090913814365dd.jpg,12,1073.955,1.41959
389-d_png_jpg.rf.0aed3f099fd2b5444c090913814365dd_flip_h.jpg,12,1052.2067,1.4170437
192-b_png_jpg.rf.15bb840bab9c22b7969f94ebbd4de9da.jpg,12,1434.3807,1.4525431
192-b_png_jpg.rf.15bb840bab9c22b7969f94ebbd4de9da_flip_h.jpg,12,1433.7852,1.450675
145-b_png_jpg.rf.39b786e8bb6e77b28dee99adef5ea549.jpg,15,992.2727,1.2687886
145-b_png_jpg.rf.39b786e8bb6e77b28dee99adef5ea549_flip_h.jpg,15,998.6464,1.269628
65_png_jpg.rf.5493c98f6065664fd1f53a551fd87076.jpg,16,1612.8328,1.247844
65_png_jpg.rf.5493c98f6065664fd1f53a551fd87076_flip_h.jpg,17,1662.4486,1.2763106
373-c_png_jpg.rf.4aaa688f9ac3c23f6ff55e9dbcc1876c.jpg,15,1435.4076,1.5753354
373-c_png_jpg.rf.4aaa688f9ac3c23f6ff55e9dbcc1876c_flip_h.jpg,14,1450.566,1.4224577
341-c_png_jpg.rf.c554eef9fd951ef8a93480603b24e473.jpg,10,1806.5504,2.0470836
341-c_png_jpg.rf.c554eef9fd951ef8a93480603b24e473_flip_h.jpg,9,1913.7678,1.5100884
100_png_jpg.rf.14fe947048c34894aa6a7d1fcd6b1eb5.jpg,20,1749.4918,1.4745252
100_png_jpg.rf.14fe947048c34894aa6a7d1fcd6b1eb5_flip_h.jpg,19,1644.1383,1.376238
398-d_png_jpg.rf.5ea8121dd88980cc44bbfda1b92a49d1.jpg,13,1653.1962,1.6099656
398-d_png_jpg.rf.5ea8121dd88980cc44bbfda1b92a49d1_flip_h.jpg,12,1148.2866,1.4366112
198-b_png_jpg.rf.21128ddf0dd6f40d741beb76b86cd0fe.jpg,16,1224.3533,1.4958773
198-b_png_jpg.rf.21128ddf0dd6f40d741beb76b86cd0fe_flip_h.jpg,15,1301.8497,1.5119779
295-c_png_jpg.rf.cb0db0a3fdfa4d299c462f8768a5d1db.jpg,16,1285.49,1.3613594
295-c_png_jpg.rf.cb0db0a3fdfa4d299c462f8768a5d1db_flip_h.jpg,16,1287.1135,1.3648562
131-b_png_jpg.rf.8db7851b5892b790c2de53e520b1f29b.jpg,5,1955.2164,1.4475882
131-b_png_jpg.rf.8db7851b5892b790c2de53e520b1f29b_flip_h.jpg,5,1964.6276,1.4505824
142-b_png_jpg.rf.1ab36cf2217b08c266cb218a537125db.jpg,10,1233.3727,1.3026626
142-b_png_jpg.rf.1ab36cf2217b08c266cb218a537125db_flip_h.jpg,10,1233.029,1.3072904
149-b_png_jpg.rf.2081c780399b0bdf8ac7ae8a3084b1c2.jpg,16,998.38904,1.3463172
149-b_png_jpg.rf.2081c780399b0bdf8ac7ae8a3084b1c2_flip_h.jpg,15,1019.51685,1.3157654
104_png_jpg.rf.c8b9dc25f8d67206015e0db5aadbb84f.jpg,15,1396.81,1.2389092
104_png_jpg.rf.c8b9dc25f8d67206015e0db5aadbb84f_flip_h.jpg,15,1391.498,1.236545
359-c_png_jpg.rf.0d2b5b898c808bcab9ae517a3133748a.jpg,15,1591.0305,1.9432302
359-c_png_jpg.rf.0d2b5b898c808bcab9ae517a3133748a_flip_h.jpg,14,1636.9789,1.6152374
352-c_png_jpg.rf.c60e46a3a437420b1c47ec388544537f.jpg,10,2066.4636,2.3266103
352-c_png_jpg.rf.c60e46a3a437420b1c47ec388544537f_flip_h.jpg,9,2198.96,1.8127278
132-b_png_jpg.rf.6449e7eda8a95055693bf3b194da91e6.jpg,8,1372.1821,1.3333714
132-b_png_jpg.rf.6449e7eda8a95055693bf3b194da91e6_flip_h.jpg,8,1375.6062,1.3431523
202-b_png_jpg.rf.8f1da60cbe1b3dee21bb807ecec1e9e0.jpg,10,1813.734,1.5018276
202-b_png_jpg.rf.8f1da60cbe1b3dee21bb807ecec1e9e0_flip_h.jpg,9,2014.9299,1.5431839
249-b_png_jpg.rf.c68a8e1858daa50c523e923eb29430d4.jpg,20,1275.5997,1.6894348
249-b_png_jpg.rf.c68a8e1858daa50c523e923eb29430d4_flip_h.jpg,19,1288.4862,1.5521415
219-b_png_jpg.rf.f33dffeb04a822d07c2380a0e456cb55.jpg,17,1323.5541,1.3922305
219-b_png_jpg.rf.f33dffeb04a822d07c2380a0e456cb55_flip_h.jpg,17,1328.1182,1.3817793
332-c_png_jpg.rf.88c34655281d8253c875a02cdd3c2898.jpg,10,1938.2367,2.120479
332-c_png_jpg.rf.88c34655281d8253c875a02cdd3c2898_flip_h.jpg,9,2067.5542,1.5086027
179-b_png_jpg.rf.9e6e3b5477357527c98e43e5fdc6b08d.jpg,13,1323.897,1.4536045
179-b_png_jpg.rf.9e6e3b5477357527c98e43e5fdc6b08d_flip_h.jpg,12,1434.8159,1.4654886
190-b_png_jpg.rf.35dd58d1db21c6283c2b0acf76b9d75d.jpg,16,1222.3491,1.3985572
190-b_png_jpg.rf.35dd58d1db21c6283c2b0acf76b9d75d_flip_h.jpg,15,1302.4913,1.4057041
111_png_jpg.rf.32a3b8cfd7decaecc62f5ff7c106757e.jpg,12,2244.2737,1.3028775
111_png_jpg.rf.32a3b8cfd7decaecc62f5ff7c106757e_flip_h.jpg,11,2221.0354,1.2940093
136-b_png_jpg.rf.cc30240cf2aa3895576a7c448b128bdf.jpg,6,1737.4796,1.3964964
136-b_png_jpg.rf.cc30240cf2aa3895576a7c448b128bdf_flip_h.jpg,6,1742.3273,1.3951145
386-d_png_jpg.rf.629aeae22e59a99f1c139afc94ab193a.jpg,7,2630.4731,2.0090926
386-d_png_jpg.rf.629aeae22e59a99f1c139afc94ab193a_flip_h.jpg,6,1779.4136,1.7341518
48_png_jpg.rf.5950da1c2eb4745289c4f679e1ae0aae.jpg,14,2211.995,1.6263962
48_png_jpg.rf.5950da1c2eb4745289c4f679e1ae0aae_flip_h.jpg,12,2274.1753,1.5038762
98_png_jpg.rf.50767cb28eac67d6718ca2e51c01c41a.jpg,17,1950.1276,1.5429766
98_png_jpg.rf.50767cb28eac67d6718ca2e51c01c41a_flip_h.jpg,15,1953.9576,1.4425337
292-c_png_jpg.rf.b74011feed79105abd9f8e7be5f86548.jpg,10,1578.8372,1.3816878
292-c_png_jpg.rf.b74011feed79105abd9f8e7be5f86548_flip_h.jpg,10,1573.8971,1.3847247
9_png_jpg.rf.91f845974bb85183a021e366fb372183.jpg,12,1792.0856,1.2358787
9_png_jpg.rf.91f845974bb85183a021e366fb372183_flip_h.jpg,12,1799.3177,1.247543
307-c_png_jpg.rf.217a8ae2db4c905186a90e5e6a0a9edd.jpg,9,1803.1769,2.2109344
307-c_png_jpg.rf.217a8ae2db4c905186a90e5e6a0a9edd_flip_h.jpg,9,1800.5327,2.1570325
204-b_png_jpg.rf.5664b4d8dcffb9bbd7dce168288ea11e.jpg,14,1443.2429,1.4282981
204-b_png_jpg.rf.5664b4d8dcffb9bbd7dce168288ea11e_flip_h.jpg,13,1558.8474,1.43836
106_png_jpg.rf.6dbf8c890703cbd8dee451f54108cec0.jpg,11,2007.0712,1.2683276
106_png_jpg.rf.6dbf8c890703cbd8dee451f54108cec0_flip_h.jpg,10,1961.5276,1.2487586
137-b_png_jpg.rf.eff0354b8e78897b4266e0b043d01787.jpg,9,1289.5923,1.3110312
137-b_png_jpg.rf.eff0354b8e78897b4266e0b043d01787_flip_h.jpg,9,1290.6218,1.3171554
220-b_png_jpg.rf.75e74819512f3deb7b6851daa6a58a68.jpg,18,1303.8816,1.3783165
220-b_png_jpg.rf.75e74819512f3deb7b6851daa6a58a68_flip_h.jpg,18,1308.4487,1.3691932
365-c_png_jpg.rf.dda34bbe9eb055d0400acb1d74b5eb20.jpg,17,1448.8381,1.563769
365-c_png_jpg.rf.dda34bbe9eb055d0400acb1d74b5eb20_flip_h.jpg,17,1447.3588,1.5728903
146-b_png_jpg.rf.a59ee4a6f1d554bcbd1e3d8309e74c5d.jpg,8,1495.5565,1.4335699
146-b_png_jpg.rf.a59ee4a6f1d554bcbd1e3d8309e74c5d_flip_h.jpg,8,1507.9841,1.4282287
275-c_png_jpg.rf.4c2b619db453dd225603e92ece3234eb.jpg,16,1184.9855,1.2406526
275-c_png_jpg.rf.4c2b619db453dd225603e92ece3234eb_flip_h.jpg,16,1187.2045,1.2506177
325-c_png_jpg.rf.0e73ae32492483263fe8a224b3064297.jpg,18,1175.9534,1.7301527
325-c_png_jpg.rf.0e73ae32492483263fe8a224b3064297_flip_h.jpg,18,1169.23,1.7083708
336-c_png_jpg.rf.8c716a403e08b33237d656ab9b98ef9a.jpg,9,1991.2681,2.2086043
336-c_png_jpg.rf.8c716a403e08b33237d656ab9b98ef9a_flip_h.jpg,8,2144.03,1.5536677
261-c_png_jpg.rf.44f0755a397e435718108e9fb48e6c1d.jpg,6,2057.6116,1.2452655
261-c_png_jpg.rf.44f0755a397e435718108e9fb48e6c1d_flip_h.jpg,6,2066.9158,1.2472719
200-b_png_jpg.rf.df2d6c84da4cb0b76bd65f23a02a3ac7.jpg,20,1090.1129,1.4230596
200-b_png_jpg.rf.df2d6c84da4cb0b76bd65f23a02a3ac7_flip_h.jpg,18,1166.1272,1.4106297
304-c_png_jpg.rf.2617a1f1d04d7980555fa69757079463.jpg,12,1610.9784,1.98283
304-c_png_jpg.rf.2617a1f1d04d7980555fa69757079463_flip_h.jpg,12,1605.9496,1.9448452
390-d_png_jpg.rf.7443b284172cddd9aba37dbc2dde816f.jpg,14,974.15155,1.4384539
390-d_png_jpg.rf.7443b284172cddd9aba37dbc2dde816f_flip_h.jpg,14,955.44037,1.4322684
344-c_png_jpg.rf.9de78c7feafbe74bc95384df0f090767.jpg,16,1414.779,1.7467935
344-c_png_jpg.rf.9de78c7feafbe74bc95384df0f090767_flip_h.jpg,15,1449.3668,1.4061704
187-b_png_jpg.rf.d380427c2df3bfe9b165c60704e1db9a.jpg,11,1500.7004,1.4718705
187-b_png_jpg.rf.d380427c2df3bfe9b165c60704e1db9a_flip_h.jpg,10,1643.6074,1.5017498
324-c_png_jpg.rf.cc1bc717dc5120d2ac9f5827f217648b.jpg,16,1219.0482,1.7635889
324-c_png_jpg.rf.cc1bc717dc5120d2ac9f5827f217648b_flip_h.jpg,16,1212.6897,1.7390262
311-c_png_jpg.rf.533d95cdca09da1eac67fc2e812fd110.jpg,8,1842.363,2.3388586
311-c_png_jpg.rf.533d95cdca09da1eac67fc2e812fd110_flip_h.jpg,8,1843.7052,2.2734928
245-b_png_jpg.rf.055bc6177ed6b3e03d09358ba2e2867d.jpg,20,1274.725,1.6622149
245-b_png_jpg.rf.055bc6177ed6b3e03d09358ba2e2867d_flip_h.jpg,19,1290.9899,1.516854
252-c_png_jpg.rf.28334046304c6c1b88832c52df0e6ee6.jpg,6,2331.1208,1.2435527
252-c_png_jpg.rf.28334046304c6c1b88832c52df0e6ee6_flip_h.jpg,6,2335.1487,1.256486
109_png_jpg.rf.784ee9a57b5345671cebf062830820c6.jpg,16,1596.5969,1.2664762
109_png_jpg.rf.784ee9a57b5345671cebf062830820c6_flip_h.jpg,16,1445.0071,1.2531127
72_png_jpg.rf.7f8b722b87619eb56751d62221d57bfe.jpg,15,2076.3992,1.5576218
72_png_jpg.rf.7f8b722b87619eb56751d62221d57bfe_flip_h.jpg,12,2290.1082,1.455731
364-c_png_jpg.rf.ac3b40821f2bc6b17e561fad2118844c.jpg,16,1496.7102,1.8906083
364-c_png_jpg.rf.ac3b40821f2bc6b17e561fad2118844c_flip_h.jpg,15,1532.4563,1.5834366
176-b_png_jpg.rf.365c5eaf8464a5c4dacb55754eb08bfe.jpg,6,2310.0515,1.7502545
176-b_png_jpg.rf.365c5eaf8464a5c4dacb55754eb08bfe_flip_h.jpg,6,2325.1042,1.7399117
128-b_png_jpg.rf.d0e955ad7228bfacce93693137548354.jpg,9,1227.2666,1.338381
128-b_png_jpg.rf.d0e955ad7228bfacce93693137548354_flip_h.jpg,9,1234.1937,1.3400018
130-b_png_jpg.rf.48bb7cddb6e32c1aa12e3aed9fca8406.jpg,14,935.9993,1.2662323
130-b_png_jpg.rf.48bb7cddb6e32c1aa12e3aed9fca8406_flip_h.jpg,13,1009.14154,1.2758912
326-c_png_jpg.rf.cb0e53037e0eae3183dcf93d0520d15f.jpg,7,2538.284,2.5496542
326-c_png_jpg.rf.cb0e53037e0eae3183dcf93d0520d15f_flip_h.jpg,6,2834.8867,1.7007271
3_png_jpg.rf.12b8899a609b742a5364f70f8eed5f16.jpg,10,592.71173,1.5841253
3_png_jpg.rf.12b8899a609b742a5364f70f8eed5f16_flip_h.jpg,8,664.53546,1.6451871
384-d_png_jpg.rf.a3e03b0c8ac9cc21f0ce08a454eac355.jpg,12,1623.5762,1.6075406
384-d_png_jpg.rf.a3e03b0c8ac9cc21f0ce08a454eac355_flip_h.jpg,11,1070.637,1.4229797
319-c_png_jpg.rf.35961787b9e48f263bf4fff9f1179318.jpg,15,1295.2505,1.8084344
319-c_png_jpg.rf.35961787b9e48f263bf4fff9f1179318_flip_h.jpg,15,1291.4987,1.7764094
158-b_png_jpg.rf.e475724b66ddf1e85a9c4b161a471971.jpg,12,1219.1962,1.428418
158-b_png_jpg.rf.e475724b66ddf1e85a9c4b161a471971_flip_h.jpg,10,1358.6825,1.476127
310-c_png_jpg.rf.e41481cff758ce4c871c56d6fbe16544.jpg,15,1400.8143,1.858062
310-c_png_jpg.rf.e41481cff758ce4c871c56d6fbe16544_flip_h.jpg,15,1398.2975,1.8258756
382-d_png_jpg.rf.ba35e37c62ff464b562bf0a2a6b6f7b2.jpg,8,2271.5088,1.8653127
382-d_png_jpg.rf.ba35e37c62ff464b562bf0a2a6b6f7b2_flip_h.jpg,7,1500.575,1.6060131
339-c_png_jpg.rf.b414ca10ac2d54608b4ff629dd694f3b.jpg,15,1505.9019,1.8207767
339-c_png_jpg.rf.b414ca10ac2d54608b4ff629dd694f3b_flip_h.jpg,14,1552.6414,1.4221475
279-c_png_jpg.rf.bc13e9b55f8dbb9dcf2caac558dcecda.jpg,11,1721.2456,1.4011198
279-c_png_jpg.rf.bc13e9b55f8dbb9dcf2caac558dcecda_flip_h.jpg,11,1719.9976,1.4021664
355-c_png_jpg.rf.a65ece43dccb248ef531a7f5ea85c525.jpg,16,1593.7421,1.9234402
355-c_png_jpg.rf.a65ece43dccb248ef531a7f5ea85c525_flip_h.jpg,15,1635.6655,1.6317303
323-c_png_jpg.rf.cbb79ea6916c035a1e06bf37bdba887c.jpg,14,1284.6238,1.8598344
323-c_png_jpg.rf.cbb79ea6916c035a1e06bf37bdba887c_flip_h.jpg,14,1276.9738,1.8276545
360-c_png_jpg.rf.9492b932a99e9af2007adca11bbe2161.jpg,17,1501.1871,1.8741931
360-c_png_jpg.rf.9492b932a99e9af2007adca11bbe2161_flip_h.jpg,16,1533.0029,1.5997959
343-c_png_jpg.rf.252fad377edc7364aea9c58779e52516.jpg,14,1508.1895,1.8393011
343-c_png_jpg.rf.252fad377edc7364aea9c58779e52516_flip_h.jpg,13,1552.8511,1.4498668
300-c_png_jpg.rf.536b4271418538ebe90d22ba588d0cd2.jpg,17,1214.0404,1.3483461
300-c_png_jpg.rf.536b4271418538ebe90d22ba588d0cd2_flip_h.jpg,17,1211.6874,1.3543243
182-b_png_jpg.rf.0573d2697b8ec2b744a05c8398968c79.jpg,10,1586.5676,1.504648
182-b_png_jpg.rf.0573d2697b8ec2b744a05c8398968c79_flip_h.jpg,9,1756.6882,1.5428944
228-b_png_jpg.rf.8619c313d09e2c0c10a44013154fabab.jpg,15,1473.9216,1.8133278
228-b_png_jpg.rf.8619c313d09e2c0c10a44013154fabab_flip_h.jpg,12,1680.374,1.7190824
356-c_png_jpg.rf.6c9d06985d857b04e33bb3ebbf32e743.jpg,9,2130.8896,2.4284158
356-c_png_jpg.rf.6c9d06985d857b04e33bb3ebbf32e743_flip_h.jpg,7,2451.4412,1.6074715
73_png_jpg.rf.d2fce122c9c376beec5ff2ce31ef82aa.jpg,15,2116.2996,1.6006882
73_png_jpg.rf.d2fce122c9c376beec5ff2ce31ef82aa_flip_h.jpg,13,2160.3206,1.4856336
210-b_png_jpg.rf.a14e85e796da54730e161a9fc32bc469.jpg,16,1370.1683,1.3931166
210-b_png_jpg.rf.a14e85e796da54730e161a9fc32bc469_flip_h.jpg,15,1465.2509,1.398782
196-b_png_jpg.rf.d9a1838b7ffd93058e477bb6ca705fd4.jpg,10,1673.308,1.5938253
196-b_png_jpg.rf.d9a1838b7ffd93058e477bb6ca705fd4_flip_h.jpg,10,1679.017,1.5849158
124_png_jpg.rf.a93a03fbd0e40c7b197f285bc76cc4f4.jpg,18,1904.9998,1.3877237
124_png_jpg.rf.a93a03fbd0e40c7b197f285bc76cc4f4_flip_h.jpg,18,1777.522,1.3854055
302-c_png_jpg.rf.2bdb31032013796d436b7c8418659fde.jpg,8,2020.0029,2.3456697
302-c_png_jpg.rf.2bdb31032013796d436b7c8418659fde_flip_h.jpg,8,2016.3943,2.2871482
286-c_png_jpg.rf.e69e298fec362d7bfe0a4a38ee3976b4.jpg,7,2017.6793,1.4968308
286-c_png_jpg.rf.e69e298fec362d7bfe0a4a38ee3976b4_flip_h.jpg,7,2017.8871,1.4893976
125_png_jpg.rf.f679a0b3065fac0763c359373e657351.jpg,20,1752.074,1.3557217
125_png_jpg.rf.f679a0b3065fac0763c359373e657351_flip_h.jpg,21,1564.3561,1.3493971
205-b_png_jpg.rf.9ef0be42f06937c1d64bba4ea99c43ec.jpg,15,1407.8086,1.4097626
205-b_png_jpg.rf.9ef0be42f06937c1d64bba4ea99c43ec_flip_h.jpg,14,1514.549,1.4173224
374-c_png_jpg.rf.06117a5c14b6c98abbe989567110b902.jpg,17,1355.7352,1.5193055
374-c_png_jpg.rf.06117a5c14b6c98abbe989567110b902_flip_h.jpg,17,1353.4198,1.5352907
397-d_png_jpg.rf.15fb2906cfad8577aec8e3f2815b2f9b.jpg,11,1901.3617,1.7038265
397-d_png_jpg.rf.15fb2906cfad8577aec8e3f2815b2f9b_flip_h.jpg,10,1325.5146,1.5058973
283-c_png_jpg.rf.d2fff6254f3dfe1f1988000a619b8488.jpg,10,1734.1908,1.4414021
283-c_png_jpg.rf.d2fff6254f3dfe1f1988000a619b8488_flip_h.jpg,10,1730.7217,1.4353205
239-b_png_jpg.rf.8b950e7b7bfd0b00d45b7189400a31cf.jpg,18,1326.847,1.711908
239-b_png_jpg.rf.8b950e7b7bfd0b00d45b7189400a31cf_flip_h.jpg,17,1346.619,1.5527914
218-b_png_jpg.rf.4d161888d130cb17f98b852ec08e2b4e.jpg,16,1395.2557,1.4011042
218-b_png_jpg.rf.4d161888d130cb17f98b852ec08e2b4e_flip_h.jpg,14,1522.0929,1.4336808
383-d_png_jpg.rf.57ec59b28dfdfcbb1a12d0f843a15975.jpg,10,1880.2253,1.7092355
383-d_png_jpg.rf.57ec59b28dfdfcbb1a12d0f843a15975_flip_h.jpg,9,1232.7473,1.4909114
264-c_png_jpg.rf.cb0a992269c0c3716d56162bab4c0147.jpg,12,1446.4253,1.2248564
264-c_png_jpg.rf.cb0a992269c0c3716d56162bab4c0147_flip_h.jpg,12,1449.5194,1.2282213
135-b_png_jpg.rf.83e37c93a1a3e5cb199fe3d7f07fe236.jpg,15,920.75037,1.2615157
